"STATION","NAME","DATE","AWND","PRCP","SNOW","TAVG","TMAX","TMIN"
"USW00014739","BOSTON, MA US","2004-10-26","8.28","0.00","0.0","48","53","43"
"USW00014739","BOSTON, MA US","2004-10-27","9.62","0.00","0.0","52","59","44"
"USW00014739","BOSTON, MA US","2004-10-28","9.40","0.00","0.0","45","51","38"
"USW00014739","BOSTON, MA US","2004-10-29","8.72","0.00","0.0","49","58","40"
"USW00014739","BOSTON, MA US","2004-10-30","7.61","0.02","0.0","53","60","45"
"USW00014739","BOSTON, MA US","2004-10-31","14.09","0.00","0.0","64","72","56"
"USW00014739","BOSTON, MA US","2004-11-01","13.65","0.00","0.0","52","60","44"
"USW00014739","BOSTON, MA US","2004-11-02","8.95","0.00","0.0","47","54","40"
"USW00014739","BOSTON, MA US","2004-11-03","16.55","0.03","0.0","47","56","38"
"USW00014739","BOSTON, MA US","2004-11-04","9.17","0.77","0.0","42","50","34"
"USW00014739","BOSTON, MA US","2004-11-05","22.15","0.01","0.0","48","52","44"
"USW00014739","BOSTON, MA US","2004-11-06","16.11","0.00","0.0","49","57","41"
"USW00014739","BOSTON, MA US","2004-11-07","12.97","0.00","0.0","56","66","45"
"USW00014739","BOSTON, MA US","2004-11-08","14.76","0.00","0.0","48","59","36"
"USW00014739","BOSTON, MA US","2004-11-09","12.30","0.00","0.0","34","40","28"
"USW00014739","BOSTON, MA US","2004-11-10","9.40","0.00","0.0","33","41","25"
"USW00014739","BOSTON, MA US","2004-11-11","14.99","0.00","0.0","48","57","38"
"USW00014739","BOSTON, MA US","2004-11-12","12.97","0.29","1.9","38","44","32"
"USW00014739","BOSTON, MA US","2004-11-13","14.09","0.20","2.0","34","39","29"
"USW00014739","BOSTON, MA US","2004-11-14","12.08","0.00","0.0","35","46","24"
"USW00014739","BOSTON, MA US","2004-11-15","8.95","0.00","0.0","46","55","37"
"USW00014739","BOSTON, MA US","2004-11-16","5.59","0.00","0.0","43","47","39"
"USW00014739","BOSTON, MA US","2004-11-17","4.92","0.00","0.0","43","49","37"
"USW00014739","BOSTON, MA US","2004-11-18","4.70","0.00","0.0","50","57","43"
"USW00014739","BOSTON, MA US","2004-11-19","10.07","0.00","0.0","52","61","43"
"USW00014739","BOSTON, MA US","2004-11-20","8.05","0.08","0.0","43","47","39"
"USW00014739","BOSTON, MA US","2004-11-21","4.03","0.01","0.0","44","46","42"
"USW00014739","BOSTON, MA US","2004-11-22","8.50","0.00","0.0","47","51","42"
"USW00014739","BOSTON, MA US","2004-11-23","6.04","0.00","0.0","43","50","35"
"USW00014739","BOSTON, MA US","2004-11-24","8.72","0.15","0.0","50","59","41"
"USW00014739","BOSTON, MA US","2004-11-25","17.22","0.57","0.0","51","63","39"
"USW00014739","BOSTON, MA US","2004-11-26","14.32","0.00","0.0","36","40","32"
"USW00014739","BOSTON, MA US","2004-11-27","9.40","0.00","0.0","40","49","30"
"USW00014739","BOSTON, MA US","2004-11-28","18.57","0.80","0.0","50","56","44"
"USW00014739","BOSTON, MA US","2004-11-29","10.96","0.00","0.0","43","50","36"
"USW00014739","BOSTON, MA US","2004-11-30","6.93","0.00","0.0","41","46","36"
"USW00014739","BOSTON, MA US","2004-12-01","19.01","0.51","0.0","50","58","42"
"USW00014739","BOSTON, MA US","2004-12-02","12.97","0.00","0.0","43","47","38"
"USW00014739","BOSTON, MA US","2004-12-03","9.40","0.00","0.0","41","47","35"
"USW00014739","BOSTON, MA US","2004-12-04","10.07","0.00","0.0","35","39","31"
"USW00014739","BOSTON, MA US","2004-12-05","16.78","0.00","0.0","40","50","29"
"USW00014739","BOSTON, MA US","2004-12-06","8.72","0.01","0.0","31","38","24"
"USW00014739","BOSTON, MA US","2004-12-07","17.90","0.99","0.0","42","47","37"
"USW00014739","BOSTON, MA US","2004-12-08","14.76","0.02","0.0","44","52","36"
"USW00014739","BOSTON, MA US","2004-12-09","7.83","0.00","0.0","40","43","37"
"USW00014739","BOSTON, MA US","2004-12-10","19.46","0.48","0.0","43","45","41"
"USW00014739","BOSTON, MA US","2004-12-11","6.49","0.09","0.0","43","46","40"
"USW00014739","BOSTON, MA US","2004-12-12","12.30","0.00","0.0","41","46","36"
"USW00014739","BOSTON, MA US","2004-12-13","11.18","0.01","0.0","42","47","37"
"USW00014739","BOSTON, MA US","2004-12-14","14.54","0.00","0.0","29","37","21"
"USW00014739","BOSTON, MA US","2004-12-15","11.86","0.00","0.0","23","28","18"
"USW00014739","BOSTON, MA US","2004-12-16","12.08","0.00","0.0","31","42","20"
"USW00014739","BOSTON, MA US","2004-12-17","15.43","0.00","0.0","34","42","26"
"USW00014739","BOSTON, MA US","2004-12-18","5.82","0.00","0.0","29","37","21"
"USW00014739","BOSTON, MA US","2004-12-19","6.04","0.00","0.0","37","42","31"
"USW00014739","BOSTON, MA US","2004-12-20","18.57","0.11","0.6","23","39","6"
"USW00014739","BOSTON, MA US","2004-12-21","12.30","0.00","0.0","20","33","6"
"USW00014739","BOSTON, MA US","2004-12-22","7.61","0.00","0.0","36","47","25"
"USW00014739","BOSTON, MA US","2004-12-23","14.76","0.93","0.0","50","61","39"
"USW00014739","BOSTON, MA US","2004-12-24","12.97","0.00","0.0","41","53","28"
"USW00014739","BOSTON, MA US","2004-12-25","8.05","0.00","0.0","28","33","22"
"USW00014739","BOSTON, MA US","2004-12-26","19.69","0.36","4.3","28","34","22"
"USW00014739","BOSTON, MA US","2004-12-27","18.12","0.15","2.3","19","25","13"
"USW00014739","BOSTON, MA US","2004-12-28","14.32","0.00","0.0","20","28","11"
"USW00014739","BOSTON, MA US","2004-12-29","11.63","0.00","0.0","35","41","28"
"USW00014739","BOSTON, MA US","2004-12-30","4.70","0.00","0.0","34","39","29"
"USW00014739","BOSTON, MA US","2004-12-31","11.41","0.00","0.0","37","47","27"
"USW00014739","BOSTON, MA US","2005-01-01","14.99","0.00","0.0","43","52","34"
"USW00014739","BOSTON, MA US","2005-01-02","10.29","0.02","0.0","34","40","28"
"USW00014739","BOSTON, MA US","2005-01-03","9.84","0.18","0.0","47","53","40"
"USW00014739","BOSTON, MA US","2005-01-04","7.83","0.29","0.0","41","45","37"
"USW00014739","BOSTON, MA US","2005-01-05","8.95","0.10","1.4","34","40","27"
"USW00014739","BOSTON, MA US","2005-01-06","13.20","0.64","5.5","32","38","25"
"USW00014739","BOSTON, MA US","2005-01-07","11.86","0.00","0.0","35","38","31"
"USW00014739","BOSTON, MA US","2005-01-08","6.93","0.58","1.5","32","34","29"
"USW00014739","BOSTON, MA US","2005-01-09","5.82","0.00","0.0","29","33","25"
"USW00014739","BOSTON, MA US","2005-01-10","12.97","0.00","0.0","36","40","32"
"USW00014739","BOSTON, MA US","2005-01-11","7.83","0.01","0.0","33","37","29"
"USW00014739","BOSTON, MA US","2005-01-12","13.87","0.29","0.4","35","39","30"
"USW00014739","BOSTON, MA US","2005-01-13","6.04","0.00","0.0","45","58","31"
"USW00014739","BOSTON, MA US","2005-01-14","18.79","0.44","0.0","48","63","33"
"USW00014739","BOSTON, MA US","2005-01-15","8.50","0.00","0.0","29","33","25"
"USW00014739","BOSTON, MA US","2005-01-16","13.20","0.10","1.1","27","31","22"
"USW00014739","BOSTON, MA US","2005-01-17","16.11","0.17","2.0","18","24","12"
"USW00014739","BOSTON, MA US","2005-01-18","18.57","0.00","0.0","9","13","4"
"USW00014739","BOSTON, MA US","2005-01-19","9.17","0.07","2.9","15","27","2"
"USW00014739","BOSTON, MA US","2005-01-20","14.32","0.01","0.4","21","28","14"
"USW00014739","BOSTON, MA US","2005-01-21","17.22","0.00","0.0","8","14","2"
"USW00014739","BOSTON, MA US","2005-01-22","12.97","0.50","9.1","13","27","-2"
"USW00014739","BOSTON, MA US","2005-01-23","27.96","0.75","13.4","16","27","4"
"USW00014739","BOSTON, MA US","2005-01-24","15.21","0.00","0.0","13","23","3"
"USW00014739","BOSTON, MA US","2005-01-25","12.30","0.00","0.0","22","26","18"
"USW00014739","BOSTON, MA US","2005-01-26","13.87","0.30","5.4","22","29","15"
"USW00014739","BOSTON, MA US","2005-01-27","14.99","0.00","0.2","11","16","5"
"USW00014739","BOSTON, MA US","2005-01-28","10.51","0.00","0.0","12","21","2"
"USW00014739","BOSTON, MA US","2005-01-29","7.38","0.00","0.0","22","35","9"
"USW00014739","BOSTON, MA US","2005-01-30","9.17","0.00","0.0","31","36","25"
"USW00014739","BOSTON, MA US","2005-01-31","10.29","0.00","0.0","24","28","19"
"USW00014739","BOSTON, MA US","2005-02-01","5.14","0.00","0.0","24","32","15"
"USW00014739","BOSTON, MA US","2005-02-02","8.28","0.00","0.0","26","35","16"
"USW00014739","BOSTON, MA US","2005-02-03","9.84","0.23","0.0","29","36","22"
"USW00014739","BOSTON, MA US","2005-02-04","11.41","0.04","0.0","34","36","31"
"USW00014739","BOSTON, MA US","2005-02-05","6.93","0.00","0.0","39","47","31"
"USW00014739","BOSTON, MA US","2005-02-06","8.72","0.00","0.0","36","40","32"
"USW00014739","BOSTON, MA US","2005-02-07","4.25","0.00","0.0","36","42","29"
"USW00014739","BOSTON, MA US","2005-02-08","8.05","0.00","0.0","40","48","32"
"USW00014739","BOSTON, MA US","2005-02-09","7.61","0.01","0.0","44","50","37"
"USW00014739","BOSTON, MA US","2005-02-10","12.75","0.86","0.8","36","39","33"
"USW00014739","BOSTON, MA US","2005-02-11","19.24","0.03","0.3","30","34","26"
"USW00014739","BOSTON, MA US","2005-02-12","12.97","0.00","0.0","33","38","27"
"USW00014739","BOSTON, MA US","2005-02-13","11.41","0.00","0.0","31","37","24"
"USW00014739","BOSTON, MA US","2005-02-14","8.50","0.03","0.0","30","38","21"
"USW00014739","BOSTON, MA US","2005-02-15","11.63","0.32","0.0","44","50","37"
"USW00014739","BOSTON, MA US","2005-02-16","12.30","0.19","0.0","44","54","34"
"USW00014739","BOSTON, MA US","2005-02-17","9.84","0.00","0.0","36","40","31"
"USW00014739","BOSTON, MA US","2005-02-18","14.32","0.00","0.0","27","34","20"
"USW00014739","BOSTON, MA US","2005-02-19","12.08","0.00","0.0","21","28","13"
"USW00014739","BOSTON, MA US","2005-02-20","11.63","0.00","0.0","26","31","21"
"USW00014739","BOSTON, MA US","2005-02-21","17.22","0.37","5.5","29","34","24"
"USW00014739","BOSTON, MA US","2005-02-22","10.07","0.05","0.6","29","33","24"
"USW00014739","BOSTON, MA US","2005-02-23","11.63","0.00","0.0","30","37","23"
"USW00014739","BOSTON, MA US","2005-02-24","10.96","0.22","5.5","21","25","16"
"USW00014739","BOSTON, MA US","2005-02-25","10.29","0.10","2.5","24","29","19"
"USW00014739","BOSTON, MA US","2005-02-26","8.95","0.00","0.0","26","33","19"
"USW00014739","BOSTON, MA US","2005-02-27","14.32","0.00","0.0","27","33","20"
"USW00014739","BOSTON, MA US","2005-02-28","13.20","0.25","2.5","27","34","19"
"USW00014739","BOSTON, MA US","2005-03-01","13.20","0.60","6.1","29","32","26"
"USW00014739","BOSTON, MA US","2005-03-02","16.78","0.00","0.0","30","34","25"
"USW00014739","BOSTON, MA US","2005-03-03","16.78","0.00","0.0","25","30","20"
"USW00014739","BOSTON, MA US","2005-03-04","14.32","0.00","0.0","27","34","19"
"USW00014739","BOSTON, MA US","2005-03-05","12.53","0.00","0.0","33","41","25"
"USW00014739","BOSTON, MA US","2005-03-06","14.99","0.00","0.0","34","41","27"
"USW00014739","BOSTON, MA US","2005-03-07","13.42","0.00","0.0","41","46","35"
"USW00014739","BOSTON, MA US","2005-03-08","16.78","0.49","4.5","31","45","16"
"USW00014739","BOSTON, MA US","2005-03-09","23.71","0.00","0.3","18","24","11"
"USW00014739","BOSTON, MA US","2005-03-10","11.41","0.00","0.0","23","30","15"
"USW00014739","BOSTON, MA US","2005-03-11","9.17","0.02","0.3","28","34","21"
"USW00014739","BOSTON, MA US","2005-03-12","8.50","0.80","2.8","34","37","31"
"USW00014739","BOSTON, MA US","2005-03-13","8.95","0.00","0.0","33","39","27"
"USW00014739","BOSTON, MA US","2005-03-14","14.76","0.00","0.0","34","41","27"
"USW00014739","BOSTON, MA US","2005-03-15","14.76","0.00","0.0","39","46","31"
"USW00014739","BOSTON, MA US","2005-03-16","12.53","0.00","0.0","39","45","32"
"USW00014739","BOSTON, MA US","2005-03-17","8.95","0.00","0.0","38","46","30"
"USW00014739","BOSTON, MA US","2005-03-18","8.72","0.00","0.0","38","45","30"
"USW00014739","BOSTON, MA US","2005-03-19","11.41","0.00","0.0","40","48","31"
"USW00014739","BOSTON, MA US","2005-03-20","10.29","0.00","0.0","43","52","33"
"USW00014739","BOSTON, MA US","2005-03-21","7.38","0.00","0.0","38","42","34"
"USW00014739","BOSTON, MA US","2005-03-22","10.96","0.00","0.0","45","55","34"
"USW00014739","BOSTON, MA US","2005-03-23","12.30","0.04","0.0","39","44","33"
"USW00014739","BOSTON, MA US","2005-03-24","13.65","0.15","0.5","38","42","33"
"USW00014739","BOSTON, MA US","2005-03-25","11.18","0.00","0.0","41","50","32"
"USW00014739","BOSTON, MA US","2005-03-26","10.07","0.00","0.0","33","39","27"
"USW00014739","BOSTON, MA US","2005-03-27","10.29","0.00","0.0","40","51","29"
"USW00014739","BOSTON, MA US","2005-03-28","10.29","1.30","0.0","39","43","35"
"USW00014739","BOSTON, MA US","2005-03-29","12.08","0.49","0.0","46","51","40"
"USW00014739","BOSTON, MA US","2005-03-30","9.84","0.00","0.0","44","48","39"
"USW00014739","BOSTON, MA US","2005-03-31","8.50","0.00","0.0","41","44","37"
"USW00014739","BOSTON, MA US","2005-04-01","8.72","0.01","0.0","44","48","39"
"USW00014739","BOSTON, MA US","2005-04-02","16.78","0.81","0.0","43","49","37"
"USW00014739","BOSTON, MA US","2005-04-03","15.21","0.44","0.0","48","53","42"
"USW00014739","BOSTON, MA US","2005-04-04","13.42","0.00","0.0","47","53","40"
"USW00014739","BOSTON, MA US","2005-04-05","11.41","0.00","0.0","52","64","40"
"USW00014739","BOSTON, MA US","2005-04-06","7.61","0.00","0.0","51","59","42"
"USW00014739","BOSTON, MA US","2005-04-07","8.72","0.08","0.0","54","65","43"
"USW00014739","BOSTON, MA US","2005-04-08","9.17","0.21","0.0","51","57","45"
"USW00014739","BOSTON, MA US","2005-04-09","9.40","0.00","0.0","46","50","42"
"USW00014739","BOSTON, MA US","2005-04-10","6.93","0.00","0.0","54","68","39"
"USW00014739","BOSTON, MA US","2005-04-11","12.75","0.00","0.0","43","47","38"
"USW00014739","BOSTON, MA US","2005-04-12","11.63","0.03","0.0","41","48","33"
"USW00014739","BOSTON, MA US","2005-04-13","9.84","0.00","0.0","40","46","33"
"USW00014739","BOSTON, MA US","2005-04-14","12.97","0.00","0.0","45","51","39"
"USW00014739","BOSTON, MA US","2005-04-15","10.51","0.00","0.0","42","48","36"
"USW00014739","BOSTON, MA US","2005-04-16","8.28","0.00","0.0","43","51","34"
"USW00014739","BOSTON, MA US","2005-04-17","7.16","0.00","0.0","53","67","38"
"USW00014739","BOSTON, MA US","2005-04-18","10.07","0.00","0.0","59","66","51"
"USW00014739","BOSTON, MA US","2005-04-19","8.72","0.00","0.0","58","71","45"
"USW00014739","BOSTON, MA US","2005-04-20","13.20","0.03","0.0","61","87","52"
"USW00014739","BOSTON, MA US","2005-04-21","11.41","0.07","0.0","48","54","41"
"USW00014739","BOSTON, MA US","2005-04-22","11.41","0.00","0.0","50","61","39"
"USW00014739","BOSTON, MA US","2005-04-23","12.30","0.49","0.0","54","63","44"
"USW00014739","BOSTON, MA US","2005-04-24","15.66","0.30","0.0","52","60","44"
"USW00014739","BOSTON, MA US","2005-04-25","14.76","0.06","0.0","47","53","41"
"USW00014739","BOSTON, MA US","2005-04-26","13.42","0.00","0.0","55","68","42"
"USW00014739","BOSTON, MA US","2005-04-27","12.30","0.32","0.0","50","53","46"
"USW00014739","BOSTON, MA US","2005-04-28","12.08","0.00","0.0","53","60","46"
"USW00014739","BOSTON, MA US","2005-04-29","14.76","0.00","0.0","54","64","43"
"USW00014739","BOSTON, MA US","2005-04-30","8.05","0.32","0.0","52","57","46"
"USW00014739","BOSTON, MA US","2005-05-01","9.17","0.10","0.0","55","59","50"
"USW00014739","BOSTON, MA US","2005-05-02","14.32","0.04","0.0","54","63","44"
"USW00014739","BOSTON, MA US","2005-05-03","12.08","0.00","0.0","52","59","44"
"USW00014739","BOSTON, MA US","2005-05-04","8.50","0.00","0.0","50","55","45"
"USW00014739","BOSTON, MA US","2005-05-05","9.40","0.00","0.0","49","55","42"
"USW00014739","BOSTON, MA US","2005-05-06","9.62","0.04","0.0","48","52","43"
"USW00014739","BOSTON, MA US","2005-05-07","24.61","0.56","0.0","45","47","42"
"USW00014739","BOSTON, MA US","2005-05-08","18.79","0.05","0.0","46","49","42"
"USW00014739","BOSTON, MA US","2005-05-09","9.84","0.00","0.0","50","53","46"
"USW00014739","BOSTON, MA US","2005-05-10","7.83","0.00","0.0","55","60","49"
"USW00014739","BOSTON, MA US","2005-05-11","10.07","0.00","0.0","62","76","47"
"USW00014739","BOSTON, MA US","2005-05-12","14.54","0.00","0.0","54","62","45"
"USW00014739","BOSTON, MA US","2005-05-13","10.29","0.00","0.0","52","65","39"
"USW00014739","BOSTON, MA US","2005-05-14","5.82","0.00","0.0","54","59","48"
"USW00014739","BOSTON, MA US","2005-05-15","10.74","0.01","0.0","50","55","45"
"USW00014739","BOSTON, MA US","2005-05-16","7.61","0.27","0.0","49","53","44"
"USW00014739","BOSTON, MA US","2005-05-17","9.40","0.00","0.0","55","61","48"
"USW00014739","BOSTON, MA US","2005-05-18","6.71","0.04","0.0","50","53","46"
"USW00014739","BOSTON, MA US","2005-05-19","8.50","0.01","0.0","54","61","46"
"USW00014739","BOSTON, MA US","2005-05-20","9.84","0.00","0.0","56","64","48"
"USW00014739","BOSTON, MA US","2005-05-21","12.97","0.23","0.0","50","54","46"
"USW00014739","BOSTON, MA US","2005-05-22","9.84","0.03","0.0","51","56","46"
"USW00014739","BOSTON, MA US","2005-05-23","11.41","0.06","0.0","49","52","45"
"USW00014739","BOSTON, MA US","2005-05-24","23.49","0.92","0.0","46","47","44"
"USW00014739","BOSTON, MA US","2005-05-25","30.20","0.74","0.0","45","48","41"
"USW00014739","BOSTON, MA US","2005-05-26","14.99","0.54","0.0","49","52","46"
"USW00014739","BOSTON, MA US","2005-05-27","6.71","0.00","0.0","56","61","51"
"USW00014739","BOSTON, MA US","2005-05-28","9.62","0.16","0.0","66","78","53"
"USW00014739","BOSTON, MA US","2005-05-29","5.37","0.13","0.0","60","66","53"
"USW00014739","BOSTON, MA US","2005-05-30","6.04","0.04","0.0","63","71","55"
"USW00014739","BOSTON, MA US","2005-05-31","7.61","0.01","0.0","53","56","50"
"USW00014739","BOSTON, MA US","2005-06-01","7.61","0.00","0.0","54","59","48"
"USW00014739","BOSTON, MA US","2005-06-02","10.29","0.00","0.0","63","74","51"
"USW00014739","BOSTON, MA US","2005-06-03","11.86","0.00","0.0","65","78","51"
"USW00014739","BOSTON, MA US","2005-06-04","7.16","0.00","0.0","68","76","59"
"USW00014739","BOSTON, MA US","2005-06-05","9.17","0.00","0.0","71","81","60"
"USW00014739","BOSTON, MA US","2005-06-06","9.84","0.00","0.0","60","67","53"
"USW00014739","BOSTON, MA US","2005-06-07","13.42","0.00","0.0","77","88","65"
"USW00014739","BOSTON, MA US","2005-06-08","10.29","0.58","0.0","76","86","65"
"USW00014739","BOSTON, MA US","2005-06-09","6.93","0.45","0.0","67","71","62"
"USW00014739","BOSTON, MA US","2005-06-10","13.65","0.00","0.0","72","84","60"
"USW00014739","BOSTON, MA US","2005-06-11","9.17","0.00","0.0","79","88","70"
"USW00014739","BOSTON, MA US","2005-06-12","10.07","0.00","0.0","80","89","71"
"USW00014739","BOSTON, MA US","2005-06-13","8.72","0.00","0.0","83","90","75"
"USW00014739","BOSTON, MA US","2005-06-14","10.29","0.00","0.0","67","80","53"
"USW00014739","BOSTON, MA US","2005-06-15","11.86","0.06","0.0","52","54","49"
"USW00014739","BOSTON, MA US","2005-06-16","7.61","0.13","0.0","54","57","50"
"USW00014739","BOSTON, MA US","2005-06-17","8.05","0.01","0.0","59","65","52"
"USW00014739","BOSTON, MA US","2005-06-18","7.61","0.00","0.0","58","63","53"
"USW00014739","BOSTON, MA US","2005-06-19","7.38","0.00","0.0","57","61","53"
"USW00014739","BOSTON, MA US","2005-06-20","9.40","0.00","0.0","62","71","52"
"USW00014739","BOSTON, MA US","2005-06-21","11.86","0.00","0.0","71","84","57"
"USW00014739","BOSTON, MA US","2005-06-22","8.50","0.03","0.0","67","73","61"
"USW00014739","BOSTON, MA US","2005-06-23","9.40","0.00","0.0","66","76","55"
"USW00014739","BOSTON, MA US","2005-06-24","13.42","0.00","0.0","73","86","59"
"USW00014739","BOSTON, MA US","2005-06-25","13.20","0.00","0.0","82","95","68"
"USW00014739","BOSTON, MA US","2005-06-26","6.49","0.20","0.0","80","92","68"
"USW00014739","BOSTON, MA US","2005-06-27","8.28","0.00","0.0","72","78","65"
"USW00014739","BOSTON, MA US","2005-06-28","10.07","0.00","0.0","76","82","69"
"USW00014739","BOSTON, MA US","2005-06-29","12.08","0.00","0.0","79","86","72"
"USW00014739","BOSTON, MA US","2005-06-30","8.28","0.00","0.0","70","78","62"
"USW00014739","BOSTON, MA US","2005-07-01","6.26","0.00","0.0","67","72","61"
"USW00014739","BOSTON, MA US","2005-07-02","10.96","0.00","0.0","75","83","67"
"USW00014739","BOSTON, MA US","2005-07-03","8.28","0.00","0.0","68","74","61"
"USW00014739","BOSTON, MA US","2005-07-04","8.28","0.00","0.0","68","75","61"
"USW00014739","BOSTON, MA US","2005-07-05","11.41","0.00","0.0","75","88","61"
"USW00014739","BOSTON, MA US","2005-07-06","12.53","2.04","0.0","66","72","59"
"USW00014739","BOSTON, MA US","2005-07-07","12.75","0.00","0.0","61","63","59"
"USW00014739","BOSTON, MA US","2005-07-08","13.20","0.95","0.0","59","61","56"
"USW00014739","BOSTON, MA US","2005-07-09","12.75","0.20","0.0","67","78","56"
"USW00014739","BOSTON, MA US","2005-07-10","13.65","0.00","0.0","77","90","64"
"USW00014739","BOSTON, MA US","2005-07-11","11.63","0.00","0.0","79","92","66"
"USW00014739","BOSTON, MA US","2005-07-12","8.72","0.00","0.0","67","70","63"
"USW00014739","BOSTON, MA US","2005-07-13","10.74","0.00","0.0","71","80","62"
"USW00014739","BOSTON, MA US","2005-07-14","11.86","0.00","0.0","77","86","67"
"USW00014739","BOSTON, MA US","2005-07-15","10.29","0.00","0.0","75","82","68"
"USW00014739","BOSTON, MA US","2005-07-16","8.28","0.00","0.0","76","86","65"
"USW00014739","BOSTON, MA US","2005-07-17","8.72","0.00","0.0","77","84","69"
"USW00014739","BOSTON, MA US","2005-07-18","8.72","0.03","0.0","80","86","73"
"USW00014739","BOSTON, MA US","2005-07-19","10.07","0.00","0.0","84","93","74"
"USW00014739","BOSTON, MA US","2005-07-20","9.62","0.00","0.0","84","91","76"
"USW00014739","BOSTON, MA US","2005-07-21","7.38","0.00","0.0","77","83","71"
"USW00014739","BOSTON, MA US","2005-07-22","7.61","0.15","0.0","81","91","71"
"USW00014739","BOSTON, MA US","2005-07-23","12.75","0.00","0.0","77","85","68"
"USW00014739","BOSTON, MA US","2005-07-24","11.18","0.00","0.0","73","80","66"
"USW00014739","BOSTON, MA US","2005-07-25","14.99","0.00","0.0","75","83","67"
"USW00014739","BOSTON, MA US","2005-07-26","10.29","0.00","0.0","82","94","69"
"USW00014739","BOSTON, MA US","2005-07-27","14.54","0.00","0.0","83","94","71"
"USW00014739","BOSTON, MA US","2005-07-28","10.74","0.00","0.0","68","73","63"
"USW00014739","BOSTON, MA US","2005-07-29","10.07","0.00","0.0","73","83","63"
"USW00014739","BOSTON, MA US","2005-07-30","8.72","0.00","0.0","70","76","64"
"USW00014739","BOSTON, MA US","2005-07-31","5.82","0.00","0.0","67","69","64"
"USW00014739","BOSTON, MA US","2005-08-01","9.40","0.56","0.0",,"85","64"
"USW00014739","BOSTON, MA US","2005-08-02","8.72","0.01","0.0",,"89","68"
"USW00014739","BOSTON, MA US","2005-08-03","9.40","0.00","0.0",,"87","67"
"USW00014739","BOSTON, MA US","2005-08-04","8.50","0.00","0.0",,"80","67"
"USW00014739","BOSTON, MA US","2005-08-05","10.29","0.55","0.0",,"97","71"
"USW00014739","BOSTON, MA US","2005-08-06","10.29","0.00","0.0",,"78","65"
"USW00014739","BOSTON, MA US","2005-08-07","10.29","0.00","0.0",,"86","64"
"USW00014739","BOSTON, MA US","2005-08-08","8.72","0.00","0.0",,"85","68"
"USW00014739","BOSTON, MA US","2005-08-09","12.08","0.02","0.0",,"87","71"
"USW00014739","BOSTON, MA US","2005-08-10","10.96","0.00","0.0",,"88","72"
"USW00014739","BOSTON, MA US","2005-08-11","7.61","0.23","0.0",,"92","71"
"USW00014739","BOSTON, MA US","2005-08-12","9.17","0.00","0.0",,"79","66"
"USW00014739","BOSTON, MA US","2005-08-13","10.29","0.07","0.0",,"95","74"
"USW00014739","BOSTON, MA US","2005-08-14","7.61","0.60","0.0",,"85","67"
"USW00014739","BOSTON, MA US","2005-08-15","9.84","0.13","0.0",,"68","62"
"USW00014739","BOSTON, MA US","2005-08-16","7.83","0.00","0.0",,"71","60"
"USW00014739","BOSTON, MA US","2005-08-17","8.50","0.00","0.0",,"85","68"
"USW00014739","BOSTON, MA US","2005-08-18","7.61","0.00","0.0",,"75","62"
"USW00014739","BOSTON, MA US","2005-08-19","7.61","0.00","0.0",,"73","61"
"USW00014739","BOSTON, MA US","2005-08-20","7.61","0.00","0.0",,"74","65"
"USW00014739","BOSTON, MA US","2005-08-21","10.51","0.02","0.0",,"88","69"
"USW00014739","BOSTON, MA US","2005-08-22","10.07","0.00","0.0",,"86","68"
"USW00014739","BOSTON, MA US","2005-08-23","8.50","0.00","0.0",,"80","64"
"USW00014739","BOSTON, MA US","2005-08-24","8.05","0.00","0.0",,"73","63"
"USW00014739","BOSTON, MA US","2005-08-25","8.72","0.00","0.0",,"76","60"
"USW00014739","BOSTON, MA US","2005-08-26","7.38","0.00","0.0",,"81","63"
"USW00014739","BOSTON, MA US","2005-08-27","9.40","0.00","0.0",,"83","64"
"USW00014739","BOSTON, MA US","2005-08-28","8.50","0.00","0.0",,"86","65"
"USW00014739","BOSTON, MA US","2005-08-29","8.05","0.33","0.0",,"82","71"
"USW00014739","BOSTON, MA US","2005-08-30","6.93","0.33","0.0",,"73","69"
"USW00014739","BOSTON, MA US","2005-08-31","16.55","0.03","0.0",,"83","72"
"USW00014739","BOSTON, MA US","2005-09-01","11.63","0.19","0.0",,"84","68"
"USW00014739","BOSTON, MA US","2005-09-02","8.95","0.00","0.0",,"85","66"
"USW00014739","BOSTON, MA US","2005-09-03","10.29","0.00","0.0",,"83","66"
"USW00014739","BOSTON, MA US","2005-09-04","7.61","0.00","0.0",,"78","64"
"USW00014739","BOSTON, MA US","2005-09-05","8.50","0.00","0.0",,"70","59"
"USW00014739","BOSTON, MA US","2005-09-06","6.93","0.00","0.0",,"72","58"
"USW00014739","BOSTON, MA US","2005-09-07","8.05","0.00","0.0",,"78","59"
"USW00014739","BOSTON, MA US","2005-09-08","8.05","0.00","0.0",,"85","62"
"USW00014739","BOSTON, MA US","2005-09-09","8.28","0.00","0.0",,"70","64"
"USW00014739","BOSTON, MA US","2005-09-10","8.50","0.00","0.0",,"71","58"
"USW00014739","BOSTON, MA US","2005-09-11","9.62","0.00","0.0",,"74","53"
"USW00014739","BOSTON, MA US","2005-09-12","12.75","0.00","0.0",,"91","63"
"USW00014739","BOSTON, MA US","2005-09-13","7.16","0.00","0.0",,"76","65"
"USW00014739","BOSTON, MA US","2005-09-14","10.29","0.00","0.0",,"86","65"
